judul,deskripsi,tanggal,link
UAS ETIKA JAWA,"1.	Buatlah kelompok dengan jumlah 6 anggota setiap kelompoknya! 2.	Buatlah video drama mini berbahasa Jawa tentang ‘penggunaan unggah-ungguh sebagai bentuk penerapan etika Jawa oleh para pemuda Jawa’! 3.	Dalam satu file video unggah-ungguh dapat berupa: satu buah drama dengan satu judul &/ tema cerita, atau kumpulan beberapa video penerapan unggah-ungguh dalam situasi yang berbeda-beda. 4.	Durasi video maksimal 10 menit. 5.	Tugas dikumpulkan pada saat pelaksanaan UAS Gasal 2025/2026!  Penilaian: 1.	Bentuk etika Jawa yang disajikan (kesesuaian kebahasaan dan sikap). 2.	Kreativitas dan kemenarikan video. 3.	Kontribusi dalam kerja kelompok.",UAS,
